time,NETWORK_B-110_Upu_value,NETWORK_B-111_Upu_value,NETWORK_B-112_Upu_value,NETWORK_B-113_Upu_value,NETWORK_B-114_Upu_value,NETWORK_B-115_Upu_value,NETWORK_B-116_Upu_value,NETWORK_B-117_Upu_value,NETWORK_B-118_Upu_value,NETWORK_B-119_Upu_value,NETWORK_B-120_Upu_value,NETWORK_B-121_Upu_value,NETWORK_B-122_Upu_value,NETWORK_B-123_Upu_value,NETWORK_B-124_Upu_value,121_NUCLEAR_1_generator_thetaInternal_value,122_HYDRO_1_generator_thetaInternal_value
5.002035,0.866076,0.766115,0.806344,0.80159,0.685008,0.376793,0.476685,0.283072,0.192385,0.609297,0.726747,0.06366,0.298111,0.791753,0.487361,1.531677,-0.084393
5.002035,0.866076,0.766115,0.806344,0.80159,0.685008,0.376793,0.476685,0.283072,0.192385,0.609297,0.726747,0.06366,0.298111,0.791753,0.487361,1.531677,-0.084393
5.002036,0.866074,0.766114,0.806343,0.801589,0.685006,0.376791,0.476683,0.283071,0.192384,0.609295,0.726745,0.063659,0.298111,0.791751,0.487359,1.531673,-0.084396
5.002036,0.866073,0.766112,0.806341,0.801587,0.685004,0.376789,0.476681,0.28307,0.192384,0.609293,0.726743,0.063659,0.298112,0.791749,0.487357,1.531669,-0.0844
5.002037,0.86607,0.766108,0.806338,0.801584,0.685,0.376785,0.476677,0.283068,0.192382,0.609289,0.726739,0.063658,0.298112,0.791745,0.487353,1.53166,-0.084406
5.002039,0.866064,0.766101,0.806331,0.801577,0.684992,0.376777,0.476668,0.283063,0.19238,0.60928,0.726732,0.063657,0.298114,0.791738,0.487345,1.531642,-0.084419
5.002043,0.866052,0.766087,0.806318,0.801564,0.684975,0.376761,0.476651,0.283055,0.192374,0.609264,0.726716,0.063654,0.298116,0.791723,0.48733,1.531607,-0.084445
5.00205,0.866027,0.76606,0.806292,0.801538,0.684943,0.376728,0.476616,0.283038,0.192364,0.609231,0.726685,0.063649,0.298122,0.791693,0.487299,1.531537,-0.084498
5.002064,0.865979,0.766004,0.806239,0.801486,0.684878,0.376663,0.476547,0.283003,0.192342,0.609166,0.726624,0.063639,0.298133,0.791634,0.487237,1.531397,-0.084602
5.002093,0.865882,0.765893,0.806134,0.801382,0.684748,0.376534,0.47641,0.282935,0.1923,0.609036,0.726501,0.063618,0.298155,0.791516,0.487113,1.531118,-0.08481
5.002151,0.865689,0.765671,0.805925,0.801174,0.684489,0.376275,0.476136,0.282799,0.192215,0.608776,0.726256,0.063577,0.2982,0.791279,0.486867,1.530559,-0.085223
5.002267,0.865303,0.76523,0.805508,0.80076,0.683973,0.375762,0.475592,0.282529,0.192046,0.608259,0.725769,0.063494,0.298294,0.790809,0.486378,1.529447,-0.086037
5.002382,0.86492,0.764792,0.805094,0.800348,0.683462,0.375254,0.475053,0.282262,0.19188,0.607746,0.725285,0.063413,0.298391,0.790341,0.485893,1.528341,-0.086837
5.002498,0.864539,0.764356,0.804682,0.799939,0.682953,0.374751,0.474518,0.281997,0.191714,0.607238,0.724805,0.063332,0.298493,0.789877,0.485412,1.527239,-0.087621
5.002613,0.864159,0.763923,0.804273,0.799532,0.682448,0.374253,0.473989,0.281736,0.191551,0.606734,0.724328,0.063252,0.298598,0.789415,0.484936,1.526144,-0.088392
5.002729,0.863782,0.763492,0.803866,0.799127,0.681947,0.373759,0.473465,0.281478,0.191389,0.606233,0.723854,0.063172,0.298707,0.788957,0.484463,1.525054,-0.089148
5.002844,0.863407,0.763065,0.803461,0.798725,0.681449,0.37327,0.472945,0.281222,0.191229,0.605737,0.723384,0.063093,0.29882,0.788501,0.483995,1.523969,-0.089889
5.00296,0.863033,0.762639,0.803059,0.798326,0.680954,0.372786,0.47243,0.28097,0.191071,0.605244,0.722917,0.063015,0.298936,0.788048,0.483531,1.52289,-0.090617
5.003076,0.862662,0.762217,0.802659,0.797928,0.680462,0.372306,0.47192,0.28072,0.190914,0.604756,0.722453,0.062937,0.299057,0.787598,0.48307,1.521817,-0.091331
5.003307,0.861925,0.76138,0.801866,0.797141,0.67949,0.371361,0.470913,0.280228,0.190606,0.603791,0.721535,0.062784,0.299308,0.786707,0.482161,1.519686,-0.092717
5.00341,0.861599,0.76101,0.801516,0.796793,0.679061,0.370946,0.47047,0.280013,0.19047,0.603366,0.72113,0.062716,0.299424,0.786314,0.481761,1.518744,-0.093317
5.00341,0.861599,0.76101,0.801516,0.796793,0.679061,0.370946,0.47047,0.280013,0.19047,0.603366,0.72113,0.062716,0.299424,0.786314,0.481761,1.518744,-0.093317
5.00341,0.861597,0.761008,0.801514,0.796791,0.679058,0.370943,0.470467,0.280011,0.190469,0.603363,0.721127,0.062716,0.299425,0.786311,0.481759,1.518737,-0.093321
5.003411,0.861594,0.761005,0.801511,0.796788,0.679055,0.37094,0.470464,0.28001,0.190468,0.60336,0.721125,0.062715,0.299426,0.786309,0.481756,1.518731,-0.093325
5.003412,0.86159,0.761,0.801507,0.796784,0.679049,0.370935,0.470458,0.280007,0.190466,0.603354,0.721119,0.062715,0.299428,0.786303,0.481751,1.518718,-0.093333
5.003415,0.861581,0.76099,0.801497,0.796774,0.679037,0.370923,0.470447,0.280001,0.190463,0.603343,0.721108,0.062713,0.299431,0.786293,0.48174,1.518693,-0.093349
5.003421,0.861564,0.76097,0.801478,0.796756,0.679014,0.370901,0.470423,0.27999,0.190456,0.60332,0.721087,0.062709,0.299437,0.786272,0.481718,1.518642,-0.093381
5.003432,0.861529,0.760931,0.801441,0.796718,0.678968,0.370857,0.470375,0.279967,0.190441,0.603274,0.721043,0.062702,0.29945,0.786229,0.481676,1.518541,-0.093445
5.003454,0.861459,0.760851,0.801366,0.796644,0.678876,0.370768,0.470281,0.279921,0.190412,0.603183,0.720956,0.062687,0.299475,0.786145,0.48159,1.518339,-0.093572
5.003498,0.861319,0.760693,0.801216,0.796495,0.678693,0.370591,0.470092,0.279829,0.190354,0.603002,0.720783,0.062659,0.299527,0.785977,0.481419,1.517935,-0.093825
5.003587,0.86104,0.760378,0.800917,0.796198,0.678327,0.370238,0.469716,0.279647,0.190239,0.60264,0.720438,0.062601,0.299632,0.785641,0.481079,1.51713,-0.094326
5.003616,0.860952,0.760277,0.800821,0.796103,0.67821,0.370126,0.469596,0.279589,0.190203,0.602525,0.720328,0.062583,0.299666,0.785534,0.480971,1.516873,-0.094484
5.003616,0.860952,0.760277,0.800821,0.796103,0.67821,0.370126,0.469596,0.279589,0.190203,0.602525,0.720328,0.062583,0.299666,0.785534,0.480971,1.516873,-0.094484
5.003616,0.860949,0.760274,0.800818,0.7961,0.678206,0.370122,0.469592,0.279587,0.190202,0.602521,0.720325,0.062582,0.299667,0.785531,0.480967,1.516865,-0.094489
5.003617,0.860946,0.760271,0.800815,0.796097,0.678203,0.370119,0.469588,0.279585,0.190201,0.602517,0.720321,0.062582,0.299668,0.785527,0.480964,1.516856,-0.094495
5.003619,0.86094,0.760264,0.800809,0.796091,0.678195,0.370111,0.469581,0.279581,0.190198,0.60251,0.720314,0.06258,0.29967,0.78552,0.480957,1.516839,-0.094505
5.003623,0.860928,0.760251,0.800796,0.796078,0.67818,0.370096,0.469565,0.279574,0.190193,0.602495,0.720299,0.062578,0.299674,0.785506,0.480943,1.516806,-0.094526
5.00363,0.860905,0.760225,0.800771,0.796053,0.678149,0.370067,0.469534,0.279558,0.190184,0.602465,0.720271,0.062573,0.299683,0.785478,0.480914,1.516738,-0.094567
5.003645,0.860859,0.760172,0.800721,0.796004,0.678088,0.370009,0.469471,0.279528,0.190165,0.602404,0.720213,0.062564,0.299701,0.785422,0.480858,1.516604,-0.09465
5.003675,0.860766,0.760067,0.800622,0.795905,0.677966,0.369891,0.469346,0.279468,0.190127,0.602284,0.720098,0.062545,0.299737,0.78531,0.480745,1.516335,-0.094814
5.003735,0.86058,0.759857,0.800423,0.795707,0.677723,0.369658,0.469097,0.279347,0.190051,0.602044,0.719869,0.062507,0.29981,0.785087,0.480519,1.515799,-0.09514
5.003854,0.860211,0.759439,0.800027,0.795314,0.67724,0.369195,0.468603,0.279109,0.1899,0.601567,0.719413,0.062431,0.299958,0.784644,0.480072,1.514731,-0.095783
5.004092,0.859478,0.758612,0.799242,0.794535,0.676282,0.368282,0.467628,0.278639,0.189603,0.600626,0.718511,0.062282,0.300264,0.783764,0.479188,1.512612,-0.097027
5.00433,0.858752,0.757795,0.798466,0.793765,0.675338,0.367387,0.466671,0.278181,0.189313,0.599699,0.717622,0.062135,0.300584,0.782897,0.47832,1.510515,-0.098218
5.004415,0.858493,0.757504,0.798189,0.79349,0.675002,0.367069,0.466331,0.278018,0.18921,0.599369,0.717305,0.062082,0.300702,0.782587,0.478011,1.509766,-0.098633
5.004415,0.858493,0.757504,0.798189,0.79349,0.675002,0.367069,0.466331,0.278018,0.18921,0.599369,0.717305,0.062082,0.300702,0.782587,0.478011,1.509766,-0.098633
5.004416,0.85849,0.7575,0.798186,0.793487,0.674998,0.367065,0.466327,0.278016,0.189209,0.599365,0.717301,0.062082,0.300703,0.782584,0.478007,1.509757,-0.098638
5.004417,0.858487,0.757497,0.798182,0.793483,0.674993,0.367061,0.466323,0.278014,0.189208,0.599361,0.717297,0.062081,0.300705,0.78258,0.478003,1.509747,-0.098643
5.00442,0.85848,0.757489,0.798175,0.793476,0.674985,0.367053,0.466314,0.27801,0.189205,0.599352,0.717289,0.06208,0.300707,0.782572,0.477995,1.509729,-0.098653
5.004424,0.858467,0.757475,0.798161,0.793463,0.674968,0.367037,0.466297,0.278002,0.1892,0.599336,0.717273,0.062077,0.300713,0.782556,0.47798,1.509692,-0.098672
5.004432,0.858441,0.757446,0.798134,0.793435,0.674934,0.367005,0.466263,0.277986,0.18919,0.599303,0.717242,0.062072,0.300725,0.782525,0.477949,1.509617,-0.098711
5.00445,0.85839,0.757387,0.798078,0.79338,0.674867,0.366942,0.466195,0.277954,0.189169,0.599237,0.717178,0.062062,0.300748,0.782464,0.477888,1.509468,-0.098788
5.004484,0.858286,0.757271,0.797968,0.79327,0.674733,0.366815,0.46606,0.277889,0.189128,0.599106,0.717052,0.062041,0.300794,0.78234,0.477764,1.50917,-0.098942
5.004553,0.858079,0.757039,0.797747,0.793051,0.674465,0.366563,0.46579,0.277761,0.189047,0.598844,0.7168,0.061999,0.300886,0.782094,0.477519,1.508576,-0.099246
5.00469,0.857668,0.756577,0.797308,0.792616,0.673933,0.366063,0.465255,0.277507,0.188885,0.598324,0.716299,0.061917,0.301075,0.781604,0.477033,1.507394,-0.099841
5.004693,0.857659,0.756567,0.797298,0.792606,0.673921,0.366052,0.465243,0.277501,0.188882,0.598312,0.716287,0.061915,0.30108,0.781593,0.477022,1.507368,-0.099854
5.004693,0.857659,0.756567,0.797298,0.792606,0.673921,0.366052,0.465243,0.277501,0.188882,0.598312,0.716287,0.061915,0.30108,0.781593,0.477022,1.507368,-0.099854
5.004695,0.857654,0.756561,0.797293,0.792601,0.673915,0.366046,0.465237,0.277498,0.18888,0.598306,0.716282,0.061914,0.301082,0.781587,0.477016,1.507354,-0.099861
5.004697,0.85765,0.756556,0.797288,0.792596,0.673909,0.366041,0.465231,0.277495,0.188878,0.5983,0.716276,0.061913,0.301084,0.781582,0.477011,1.507341,-0.099867
5.0047,0.85764,0.756546,0.797278,0.792586,0.673897,0.366029,0.465219,0.27749,0.188874,0.598288,0.716265,0.061911,0.301088,0.781571,0.477,1.507314,-0.099881
5.004706,0.857622,0.756525,0.797259,0.792567,0.673873,0.366007,0.465195,0.277478,0.188867,0.598265,0.716242,0.061908,0.301097,0.781549,0.476978,1.507261,-0.099907
5.004718,0.857584,0.756483,0.797219,0.792527,0.673824,0.365962,0.465146,0.277455,0.188853,0.598218,0.716197,0.0619,0.301114,0.781504,0.476934,1.507154,-0.09996
5.004743,0.85751,0.7564,0.79714,0.792449,0.673728,0.365872,0.46505,0.27741,0.188823,0.598124,0.716106,0.061885,0.301149,0.781416,0.476846,1.50694,-0.100066
5.004793,0.857362,0.756233,0.796981,0.792292,0.673537,0.365692,0.464858,0.277319,0.188766,0.597937,0.715926,0.061856,0.301219,0.781239,0.476671,1.506514,-0.100275
5.004893,0.857066,0.755902,0.796666,0.791979,0.673155,0.365335,0.464476,0.277138,0.188651,0.597564,0.715567,0.061797,0.301361,0.780888,0.476323,1.505664,-0.100686
5.005093,0.856477,0.755244,0.79604,0.791358,0.672397,0.36463,0.46372,0.276782,0.188424,0.596827,0.714854,0.06168,0.30165,0.78019,0.475635,1.503976,-0.101481
5.005493,0.855316,0.753948,0.794805,0.790134,0.670908,0.363253,0.462243,0.27609,0.187982,0.595382,0.713454,0.061452,0.302252,0.778817,0.474287,1.500647,-0.102962
5.005648,0.854869,0.753449,0.794331,0.789663,0.670336,0.362728,0.461679,0.275828,0.187813,0.594829,0.712917,0.061364,0.302494,0.778289,0.473772,1.499365,-0.103502
5.005648,0.854869,0.753449,0.794331,0.789663,0.670336,0.362728,0.461679,0.275828,0.187813,0.594829,0.712917,0.061364,0.302494,0.778289,0.473772,1.499365,-0.103502
5.005651,0.854863,0.753443,0.794324,0.789656,0.670328,0.362721,0.461671,0.275824,0.187811,0.594821,0.71291,0.061363,0.302498,0.778282,0.473765,1.499348,-0.103509
5.005653,0.854857,0.753436,0.794318,0.78965,0.67032,0.362713,0.461663,0.275821,0.187809,0.594813,0.712903,0.061362,0.302501,0.778275,0.473758,1.49933,-0.103516
5.005657,0.854845,0.753422,0.794305,0.789637,0.670305,0.362699,0.461648,0.275813,0.187804,0.594798,0.712888,0.061359,0.302508,0.778261,0.473743,1.499295,-0.103531
5.005666,0.85482,0.753395,0.794279,0.789611,0.670273,0.362671,0.461617,0.275799,0.187795,0.594768,0.712859,0.061355,0.302521,0.778232,0.473715,1.499225,-0.103559
5.005683,0.854771,0.75334,0.794227,0.78956,0.670211,0.362613,0.461556,0.275771,0.187777,0.594708,0.7128,0.061345,0.302548,0.778174,0.473659,1.499085,-0.103617
5.005717,0.854673,0.753232,0.794123,0.789457,0.670086,0.362499,0.461433,0.275714,0.18774,0.594587,0.712683,0.061326,0.302602,0.778059,0.473547,1.498805,-0.103732
5.005785,0.854478,0.753015,0.793916,0.789252,0.669837,0.362272,0.461189,0.2756,0.187667,0.594347,0.712449,0.061288,0.302711,0.77783,0.473323,1.498247,-0.103958
5.005922,0.85409,0.752583,0.793505,0.788844,0.669343,0.36182,0.460704,0.275376,0.187523,0.59387,0.711985,0.061213,0.302932,0.777373,0.47288,1.497136,-0.104398
5.006196,0.85332,0.751729,0.79269,0.788036,0.668365,0.360932,0.459748,0.274936,0.18724,0.592929,0.711068,0.061064,0.303382,0.77647,0.472005,1.494936,-0.105231
5.006744,0.851806,0.750055,0.791092,0.786453,0.666453,0.359212,0.457896,0.27409,0.186694,0.591097,0.709276,0.060776,0.30432,0.774703,0.470304,1.490621,-0.106716
5.007292,0.850328,0.748428,0.789536,0.784912,0.664599,0.357564,0.456119,0.273288,0.186174,0.589329,0.70754,0.060497,0.305305,0.772987,0.468668,1.48642,-0.107968
5.007696,0.849259,0.747256,0.788414,0.783801,0.663267,0.356392,0.454853,0.272724,0.185806,0.588066,0.706295,0.060299,0.306059,0.771753,0.4675,1.483392,-0.10875
5.007696,0.849259,0.747256,0.788414,0.783801,0.663267,0.356392,0.454853,0.272724,0.185806,0.588066,0.706295,0.060299,0.306059,0.771753,0.4675,1.483392,-0.10875
5.00784,0.848883,0.746844,0.78802,0.783412,0.6628,0.355984,0.454412,0.272529,0.185678,0.587624,0.705858,0.06023,0.306333,0.771321,0.467092,1.48233,-0.109
5.008034,0.848379,0.746293,0.787492,0.78289,0.662175,0.35544,0.453824,0.272269,0.185508,0.587035,0.705275,0.060137,0.306707,0.770742,0.466548,1.480907,-0.109315
5.008034,0.848379,0.746293,0.787492,0.78289,0.662175,0.35544,0.453824,0.272269,0.185508,0.587035,0.705275,0.060137,0.306707,0.770742,0.466548,1.480907,-0.109315
5.008034,0.848379,0.746293,0.787492,0.78289,0.662175,0.35544,0.453824,0.272269,0.185508,0.587035,0.705275,0.060137,0.306707,0.770742,0.466548,1.480907,-0.109315
5.008109,0.848186,0.746082,0.78729,0.782689,0.661936,0.355233,0.453599,0.27217,0.185444,0.586809,0.705052,0.060102,0.306852,0.77052,0.46634,1.480362,-0.109429
5.008109,0.848186,0.746082,0.78729,0.782689,0.661936,0.355233,0.453599,0.27217,0.185444,0.586809,0.705052,0.060102,0.306852,0.77052,0.46634,1.480362,-0.109429
5.008109,0.848186,0.746082,0.78729,0.782689,0.661936,0.355232,0.453599,0.27217,0.185444,0.586809,0.705051,0.060102,0.306853,0.770519,0.46634,1.480361,-0.109429
5.008109,0.848186,0.746082,0.78729,0.782689,0.661936,0.355232,0.453599,0.27217,0.185444,0.586809,0.705051,0.060102,0.306853,0.770519,0.46634,1.480361,-0.109429
5.008112,0.848179,0.746075,0.787283,0.782683,0.661928,0.355226,0.453592,0.272167,0.185442,0.586802,0.705044,0.0601,0.306857,0.770512,0.466333,1.480344,-0.109433
5.008114,0.848173,0.746068,0.787277,0.782676,0.66192,0.355219,0.453585,0.272164,0.185439,0.586794,0.705037,0.060099,0.306862,0.770505,0.466326,1.480326,-0.109437
5.008119,0.848161,0.746055,0.787264,0.782663,0.661905,0.355206,0.45357,0.272158,0.185435,0.58678,0.705023,0.060097,0.306871,0.770491,0.466313,1.480291,-0.109444
5.008129,0.848136,0.746028,0.787238,0.782638,0.661874,0.355179,0.453541,0.272145,0.185427,0.586751,0.704994,0.060092,0.30689,0.770463,0.466286,1.480221,-0.109459
5.008148,0.848086,0.745974,0.787186,0.782586,0.661813,0.355126,0.453484,0.27212,0.18541,0.586693,0.704937,0.060083,0.306928,0.770406,0.466233,1.480081,-0.109487
5.008187,0.847987,0.745865,0.787082,0.782484,0.66169,0.35502,0.453369,0.272069,0.185377,0.586578,0.704822,0.060065,0.307003,0.770292,0.466127,1.479802,-0.109545
5.008264,0.847789,0.74565,0.786875,0.782279,0.661446,0.354808,0.45314,0.271969,0.185311,0.586348,0.704594,0.060029,0.307153,0.770065,0.465915,1.479245,-0.109659
5.008418,0.847395,0.74522,0.786464,0.781872,0.66096,0.354389,0.452686,0.271769,0.18518,0.585891,0.704141,0.059957,0.30745,0.769615,0.465494,1.478137,-0.109886
5.008727,0.846614,0.744371,0.785649,0.781066,0.659999,0.353564,0.451791,0.271376,0.184922,0.584989,0.703245,0.059815,0.308037,0.768724,0.464664,1.475948,-0.110332
5.008849,0.846308,0.744038,0.78533,0.78075,0.659623,0.353242,0.451442,0.271222,0.184821,0.584637,0.702895,0.05976,0.308266,0.768375,0.46434,1.475091,-0.110506
5.008849,0.846308,0.744038,0.78533,0.78075,0.659623,0.353242,0.451442,0.271222,0.184821,0.584637,0.702895,0.05976,0.308266,0.768375,0.46434,1.475091,-0.110506
5.008851,0.846302,0.744031,0.785323,0.780744,0.659616,0.353235,0.451435,0.271219,0.184819,0.58463,0.702888,0.059759,0.308271,0.768368,0.464334,1.475074,-0.11051
5.008854,0.846295,0.744025,0.785317,0.780738,0.659608,0.353229,0.451428,0.271216,0.184817,0.584623,0.702881,0.059757,0.308276,0.768361,0.464327,1.475056,-0.110513
5.008859,0.846283,0.744011,0.785304,0.780725,0.659593,0.353216,0.451414,0.27121,0.184813,0.584609,0.702866,0.059755,0.308285,0.768347,0.464314,1.475021,-0.11052
5.008869,0.846258,0.743984,0.785278,0.780699,0.659562,0.353189,0.451385,0.271197,0.184805,0.58458,0.702838,0.059751,0.308304,0.768318,0.464287,1.474951,-0.110534
5.008889,0.846207,0.743929,0.785225,0.780647,0.6595,0.353137,0.451328,0.271172,0.184788,0.584522,0.70278,0.059742,0.308342,0.768261,0.464234,1.47481,-0.110563
5.008929,0.846107,0.74382,0.785121,0.780544,0.659377,0.353032,0.451214,0.271122,0.184755,0.584407,0.702666,0.059723,0.308417,0.768147,0.464128,1.47453,-0.11062
5.00901,0.845906,0.743603,0.784912,0.780337,0.659132,0.352823,0.450987,0.271022,0.184689,0.584177,0.702437,0.059687,0.308566,0.767919,0.463918,1.473971,-0.110733
5.009171,0.845508,0.743171,0.784497,0.779927,0.658644,0.352408,0.450536,0.270824,0.184559,0.583722,0.701983,0.059615,0.308863,0.767467,0.463499,1.472859,-0.110957
5.009462,0.844791,0.742396,0.783753,0.779192,0.65777,0.351669,0.449732,0.27047,0.184326,0.582907,0.70117,0.059486,0.309394,0.766656,0.462752,1.47087,-0.111358
5.009462,0.844791,0.742396,0.783753,0.779192,0.65777,0.351669,0.449732,0.27047,0.184326,0.582907,0.70117,0.059486,0.309394,0.766656,0.462752,1.47087,-0.111358
5.009465,0.844785,0.742389,0.783747,0.779185,0.657763,0.351662,0.449725,0.270467,0.184324,0.5829,0.701163,0.059485,0.309399,0.766649,0.462745,1.470852,-0.111361
5.009468,0.844779,0.742382,0.78374,0.779179,0.657755,0.351656,0.449718,0.270463,0.184322,0.582893,0.701156,0.059483,0.309404,0.766642,0.462739,1.470834,-0.111365
5.009473,0.844766,0.742368,0.783727,0.779166,0.657739,0.351643,0.449704,0.270457,0.184317,0.582879,0.701141,0.059481,0.309413,0.766627,0.462725,1.470799,-0.111372
5.009483,0.84474,0.742341,0.7837,0.77914,0.657709,0.351617,0.449675,0.270445,0.184309,0.58285,0.701113,0.059477,0.309432,0.766599,0.462699,1.470729,-0.111386
5.009504,0.84469,0.742286,0.783648,0.779088,0.657647,0.351564,0.449619,0.27042,0.184293,0.582792,0.701055,0.059467,0.309469,0.766541,0.462646,1.470588,-0.111414
5.009546,0.844588,0.742176,0.783543,0.778984,0.657523,0.35146,0.449506,0.27037,0.18426,0.582678,0.70094,0.059449,0.309544,0.766427,0.462541,1.470307,-0.111471
5.009629,0.844386,0.741958,0.783333,0.778776,0.657277,0.351253,0.44928,0.27027,0.184194,0.582449,0.700712,0.059413,0.309693,0.766199,0.462331,1.469747,-0.111583
5.009795,0.843983,0.741523,0.782915,0.778364,0.656788,0.350843,0.448833,0.270073,0.184064,0.581995,0.700257,0.05934,0.309989,0.765745,0.461915,1.468634,-0.111806
5.00985,0.843851,0.741381,0.782778,0.778228,0.656628,0.350708,0.448686,0.270009,0.184022,0.581845,0.700108,0.059317,0.310086,0.765596,0.461778,1.468269,-0.11188
5.00985,0.843851,0.741381,0.782778,0.778228,0.656628,0.350708,0.448686,0.270009,0.184022,0.581845,0.700108,0.059317,0.310086,0.765596,0.461778,1.468269,-0.11188
5.009853,0.843844,0.741374,0.782771,0.778222,0.65662,0.350701,0.448679,0.270005,0.184019,0.581838,0.700101,0.059315,0.310086,0.765589,0.461772,1.468252,-0.111894
5.009855,0.843838,0.741367,0.782765,0.778215,0.656612,0.350695,0.448671,0.270001,0.184017,0.581831,0.700093,0.059314,0.310087,0.765581,0.461765,1.468234,-0.111908
5.009861,0.843825,0.741353,0.782751,0.778202,0.656596,0.350681,0.448656,0.269993,0.184012,0.581816,0.700079,0.059311,0.310087,0.765567,0.461751,1.468199,-0.111936
5.009871,0.843799,0.741325,0.782724,0.778175,0.656564,0.350654,0.448627,0.269977,0.184002,0.581786,0.700049,0.059306,0.310088,0.765537,0.461724,1.468129,-0.111992
5.009874,0.843793,0.741318,0.782718,0.778169,0.656557,0.350648,0.448619,0.269973,0.183999,0.581779,0.700042,0.059305,0.310088,0.76553,0.461718,1.468112,-0.112005
5.009874,0.843793,0.741318,0.782718,0.778169,0.656557,0.350648,0.448619,0.269973,0.183999,0.581779,0.700042,0.059305,0.310088,0.76553,0.461718,1.468112,-0.112005
